sample_idx,park_size,park_quality,park_proximity,park_function,p_kipp,median_kipp_time
381,48581.374334171414,0.4520178517326713,2.0,recreation,0.0,50.0
382,28685.200995765626,0.6190244359895587,2.0,recreation,0.2,23.0
383,48581.374334171414,0.6190244359895587,2.0,recreation,0.0,50.0
384,60925.668564625084,0.4452347870916129,2.0,recreation,0.0,50.0
385,60925.668564625084,0.40972170718014245,2.0,recreation,0.4,19.5
386,84840.9108966589,0.4452347870916129,2.0,recreation,0.0,50.0
387,84840.9108966589,0.4452347870916129,2.0,recreation,0.4,16.5
388,60925.668564625084,0.40972170718014245,2.0,recreation,0.0,50.0
389,84840.9108966589,0.40972170718014245,2.0,recreation,0.2,18.0
390,40442.33228918165,0.5218809504061939,2.0,recreation,0.0,50.0
391,40442.33228918165,0.6377247290685774,2.0,recreation,0.2,23.0
392,35019.29799281061,0.5218809504061939,2.0,recreation,0.0,50.0
393,35019.29799281061,0.5218809504061939,2.0,recreation,0.2,22.0
394,40442.33228918165,0.6377247290685774,2.0,recreation,0.2,22.0
